,price_in_crores,price_per_sqft,floorNum,property_type,noOfFloor,SuperBuiltupArea_sqft,BuiltupArea_sqft,CarpetArea_sqft,servantRoom,studyRoom,poojaRoom,storeRoom,otherAdditionalRoom,luxury_class
2936,5.75,23662.0,0.0,0,4.0,,260.0,220.0,True,False,False,True,False,1
2937,1.5,6976.0,4.0,1,1.0,2150.0,1797.0,1670.0,True,False,False,False,False,0
2938,3.0,9419.0,6.0,1,1.0,3185.0,,,True,False,False,False,False,2
2939,2.8,16470.0,8.0,1,1.0,1950.0,1920.0,1700.0,True,False,False,False,False,2
2940,0.62,32291.0,0.0,0,3.0,,192.0281544,,False,False,False,False,False,0
2941,9.25,39530.0,0.0,0,4.0,,262.0,260.0,True,False,True,False,True,1
2942,4.35,23693.0,0.0,0,3.0,,1836.0,,False,True,True,False,False,2
2943,12.0,42194.0,0.0,0,4.0,,2844.0,,True,False,True,True,False,2
2944,0.79,4579.0,8.0,1,1.0,1725.0,,,False,False,False,False,False,0
2945,1.5,7500.0,4.0,1,1.0,2000.0,1900.0,1800.0,True,False,False,False,False,2
2946,1.78,8855.0,10.0,1,1.0,2010.0,,,False,False,True,False,False,2
2947,1.0,8163.0,16.0,1,1.0,,,1225.0405971,True,False,False,False,False,0
2948,0.65,144444.0,0.0,0,3.0,,405.0,,False,False,False,False,False,0
2949,11.5,24573.0,0.0,0,4.0,,4680.0,,True,False,False,False,False,0
2950,4.6,26790.0,7.0,1,1.0,,,1716.9512840999998,True,True,True,True,False,0
2951,0.22,4603.0,9.0,1,1.0,,477.8099649,321.6,False,False,False,False,False,2
2952,1.06,6343.0,12.0,1,1.0,1671.0,,,False,False,False,False,False,0
2953,0.38,4108.0,9.0,1,1.0,,925.0504254,800.0,False,False,False,False,False,0
2954,3.5,15909.0,7.0,1,1.0,2200.0,2125.0,2000.0,True,False,False,True,False,2
2955,12.5,38580.0,0.0,0,2.0,,3240.0,,True,True,True,True,False,2
2956,1.55,7769.0,8.0,1,1.0,1995.0,,,True,False,False,False,False,0
2957,3.5,15901.0,4.0,1,1.0,2201.0,2200.0,1800.0,False,True,False,False,False,0
2958,1.3,7926.0,17.0,1,1.0,1640.0,,,False,False,False,False,False,0
2959,0.3,6666.0,12.0,1,1.0,,,450.0390771,False,False,False,False,False,0
2960,2.2,17488.0,4.0,1,1.0,1258.0,,770.0,False,False,False,False,False,0
2961,1.7,10967.0,6.0,1,1.0,1600.0,,1550.0,False,False,False,True,False,0
2962,1.2,14563.0,0.0,1,1.0,1359.0,,824.0,False,False,False,False,False,0
2963,2.35,16319.0,0.0,0,2.0,,1440.0,,False,False,True,False,False,0
2964,2.25,10755.0,11.0,1,1.0,2092.0,2090.0,2087.0,True,False,False,False,False,1
2965,0.36,5150.0,15.0,1,1.0,,699.0083153999999,,False,False,False,False,False,0
2966,0.13,1649.0,0.0,0,0.0,,,788.0258510999998,False,False,False,False,False,0
2967,1.3,9027.0,3.0,1,1.0,1440.0,,,False,False,False,False,False,0
2968,0.38,6089.0,11.0,1,1.0,624.0,,,False,False,False,False,False,0
2969,1.4,8856.0,9.0,1,1.0,1578.0,,,False,False,True,False,False,0
2970,0.35,5564.0,2.0,1,1.0,,,629.0429003999999,False,False,False,False,False,0
2971,0.9,6143.0,7.0,1,1.0,1465.0,1100.0,1000.0,False,True,False,False,False,2
2972,12.0,37037.0,0.0,0,3.0,,3240.0,,True,True,True,True,False,2
2973,0.75,7500.0,5.0,1,1.0,1000.0,,727.0,False,False,False,False,False,0
2974,1.1,8986.0,1.0,1,1.0,1224.0,1150.0,830.0,False,False,False,False,False,2
2975,1.25,6921.0,1.0,1,1.0,,,1805.9688198,True,False,False,False,False,0
2976,2.4,9305.0,3.0,1,1.0,2579.0,,2100.0,False,True,False,False,False,2
2977,1.2,10909.0,0.0,1,1.0,,1099.9639628999998,,False,False,False,False,False,0
2978,0.75,75000.0,0.0,0,3.0,,900.0,,False,False,False,False,False,0
2979,1.43,8886.0,1.0,1,1.0,1608.0,,1039.0,False,False,True,False,False,0
2980,1.25,8735.0,0.0,0,3.0,,1431.0,,False,False,False,False,False,0
2981,1.5,8278.0,9.0,1,1.0,,,1811.9966094,True,True,False,False,True,0
2982,1.1,5347.0,4.0,1,1.0,,,2056.983201,True,False,False,False,False,0
2983,0.86,6022.0,12.0,1,1.0,1430.0,,,False,True,False,False,False,2
2984,2.32,11989.0,14.0,1,1.0,1935.0,,1600.0,True,False,False,False,False,2
2985,0.99,7857.0,1.0,1,1.0,1260.0,,1000.0,False,False,False,False,False,0
2986,1.85,9531.0,4.0,1,1.0,,1940.9482512,,False,True,False,True,False,2
2987,3.3,9850.0,7.0,1,1.0,3350.0,,,True,False,False,False,False,0
2988,1.0,7500.0,3.0,1,1.0,,,1339.9991558999998,False,False,False,False,False,0
2989,2.78,11346.0,3.0,1,1.0,2690.0,2599.0,2450.0,True,True,False,False,False,0
2990,0.92,7750.0,0.0,0,3.0,,,1187.0439947999998,False,False,False,False,True,0
2991,2.02,8080.0,2.0,1,1.0,2500.0,,,False,False,False,False,False,0
2992,0.95,5621.0,6.0,1,1.0,,,1690.0415090999998,False,False,False,False,False,0
2993,7.0,28283.0,0.0,0,3.0,,2475.0,,True,True,True,True,False,1
2994,1.85,9024.0,7.0,1,1.0,,,2049.9866595,True,False,False,False,False,0
2995,2.36,14303.0,0.0,1,1.0,1650.0,,,True,True,False,False,False,2
2996,3.0,10482.0,8.0,1,1.0,2862.0,,,False,False,False,False,False,0
2997,2.1,8123.0,11.0,1,1.0,2585.0,2100.0,,True,False,False,False,False,2
2998,0.4,6319.0,12.0,1,1.0,633.0,,539.0,False,False,False,False,False,2
2999,2.7,7754.0,23.0,1,1.0,3482.0,,,False,False,False,False,False,0
3000,3.9,21242.0,0.0,0,3.0,,1836.0,,True,True,True,False,False,0
3001,4.7,6786.0,19.0,1,1.0,6926.0,,,True,False,False,False,False,2
3002,0.82,6002.0,7.0,1,1.0,1366.0,,,False,False,False,False,False,0
3003,1.62,8307.0,9.0,1,1.0,1950.0,,1161.0,True,False,False,False,False,0
3004,0.21,4666.0,11.0,1,1.0,,,450.0390771,False,False,False,False,False,0
3005,0.9,7014.0,2.0,1,1.0,1283.0,978.23,734.43,True,False,False,False,False,0
3006,0.75,5588.0,8.0,1,1.0,1342.0,1140.0,969.0,False,False,False,True,False,2
3007,0.92,5041.0,2.0,1,1.0,1825.0,,,False,True,True,False,False,0
3008,0.7,5556.0,14.0,1,1.0,,1260.0233045999998,,False,False,False,False,False,0
3009,10.0,181818.0,0.0,0,4.0,,4950.0,,True,True,False,False,False,0
3010,0.75,10067.0,0.0,0,11.0,,745.0,,False,False,False,False,False,0
3011,4.95,20370.0,0.0,0,3.0,,2430.0,,True,False,False,False,False,0
3012,3.25,14444.0,0.0,0,2.0,,2250.0,,False,False,False,False,False,0
3013,1.9,5681.0,10.0,1,1.0,,,3344.0239197,True,True,True,False,True,2
3014,3.5,18088.0,0.0,0,2.0,,214.0,180.0,False,False,False,False,True,2
3015,3.2,17777.0,12.0,1,1.0,2200.0,,1800.0,True,True,True,True,False,0
3016,2.7,8571.0,6.0,1,1.0,,3149.9506224,,False,False,False,False,False,0
3017,0.86,3323.0,3.0,1,1.0,2588.0,1900.0,1877.0,True,False,False,False,False,0
3018,3.45,10147.0,9.0,1,1.0,3400.0,,,True,False,False,False,False,2
3019,2.8,22075.0,0.0,0,2.0,,1377.0,,True,True,True,True,False,2
3020,2.6,10651.0,8.0,1,1.0,2441.0,1939.03,,False,False,False,False,False,0
3021,0.31,7434.0,13.0,1,1.0,417.0,,320.0,False,False,False,False,False,1
3022,5.75,29716.0,0.0,0,2.0,,1935.0,,True,False,True,True,False,0
3023,4.1,22331.0,0.0,0,1.0,,200.0,150.0,False,True,True,False,True,2
3024,0.9,3477.0,8.0,1,1.0,2588.0,1900.0,,True,False,False,False,False,0
3025,0.32,5736.0,10.0,1,1.0,,,549.1746882,False,False,True,False,False,2
3026,1.5,10714.0,8.0,1,1.0,,,1399.9541346,False,False,False,False,False,0
3027,2.65,11770.0,11.0,1,1.0,2251.42,1750.75,,True,False,True,False,False,2
3028,2.8,12444.0,0.0,0,1.0,,20250.0,,True,True,True,False,True,2
3029,0.65,4761.0,5.0,1,1.0,1365.0,,,False,False,True,False,False,2
3030,5.3,24211.0,38.0,1,1.0,2850.0,,2189.0,True,False,False,False,False,1
3031,0.85,9444.0,0.0,0,1.0,,,899.9705151,False,False,False,False,False,0
3032,0.85,5407.0,0.0,1,1.0,1572.0,,,False,False,False,False,False,0
3033,1.07,7725.0,14.0,1,1.0,1385.0,,,False,False,False,False,False,0
3034,1.45,2.0,0.0,0,3.0,,1800.0,,False,False,False,False,False,0
3035,1.15,5958.0,9.0,1,1.0,1930.0,,,True,False,True,False,False,0
3036,6.0,12272.0,5.0,1,1.0,4400.0,,,True,False,False,False,False,0
3037,1.5,6382.0,10.0,1,1.0,,,2349.9768312,True,False,False,False,False,1
3038,1.28,7174.0,1.0,1,1.0,,,1784.0104434,True,False,True,False,False,2
3039,0.9,80357.0,0.0,0,2.0,,112.0523031,,False,False,False,False,False,0
3040,6.21,23000.0,0.0,0,4.0,,2700.0,,True,True,True,True,False,0
3041,0.38,8444.0,0.0,0,1.0,,450.0,,False,False,False,False,False,0
3042,1.5,12244.0,11.0,1,1.0,,,1225.0405971,False,False,False,False,False,0
3043,1.2,8433.0,2.0,1,1.0,,1422.9889019999998,920.0,False,False,False,False,False,0
3044,3.5,14583.0,24.0,1,1.0,2698.0,2490.0,2400.0,True,False,True,False,False,2
3045,0.55,8607.0,7.0,1,1.0,639.0,600.0,541.0,False,False,False,False,False,2
3046,1.35,9000.0,6.0,1,1.0,1530.0,1350.0,1200.0,False,True,False,False,True,2
3047,0.69,5111.0,8.0,1,1.0,1350.0,,,False,True,False,False,False,0
3048,2.7,16363.0,4.0,1,1.0,,2217.0425427,1650.0,True,False,False,False,False,2
3049,2.35,10599.0,11.0,1,1.0,2217.0,2210.0,1720.0,True,False,False,False,False,0
3050,0.32,5521.0,2.0,1,1.0,575.0,,570.17,False,False,False,False,False,0
3051,0.78,6404.0,1.0,1,1.0,,,1209.9711231,False,False,True,False,False,0
3052,0.71,6061.0,17.0,1,1.0,1295.0,,1250.0,False,False,False,False,True,0
3053,2.65,16747.0,10.0,1,1.0,,,124.0,False,False,False,False,False,0
3054,1.55,7750.0,6.0,1,1.0,2000.0,,,True,False,False,False,False,2
3055,1.65,8790.0,15.0,1,1.0,1877.0,,,False,False,False,False,False,0
3056,2.1,9130.0,1.0,1,1.0,,2300.0322888,,False,False,False,False,False,0
3057,,,0.0,0,1.0,,7330.9761837,,False,False,False,False,False,0
3058,0.8,4080.0,9.0,1,1.0,1838.0,,,False,False,True,False,False,0
3059,0.8,6779.0,14.0,1,1.0,,1180.0474533,,False,False,False,False,False,2
3060,0.16,2051.0,1.0,1,1.0,780.0,,,False,False,False,False,False,0
3061,0.36,5142.0,0.0,1,1.0,,699.9770672999999,,False,False,False,False,False,0
3062,3.49,13000.0,19.0,1,1.0,,,2452.018698,True,False,False,False,False,0
3063,2.45,11050.0,3.0,1,1.0,2217.0,1890.0,1680.0,False,True,False,False,False,0
3064,8.5,21519.0,0.0,0,27.0,,3950.0320527,,False,False,False,False,False,0
3065,0.26,4745.0,6.0,1,1.0,,,550.035801,False,False,False,False,True,0
3066,0.95,6129.0,5.0,1,1.0,1550.0,,,False,False,False,False,True,0
3067,0.45,7500.0,3.0,1,1.0,600.0,,,False,False,False,False,False,0
3068,1.15,6325.0,18.0,1,1.0,1818.0,,,False,False,True,False,False,2
3069,2.2,11178.0,4.0,1,1.0,2812.0,2390.0,1968.0,True,False,True,False,False,0
3070,4.75,13929.0,0.0,1,1.0,3410.0,3200.0,3100.0,True,True,True,True,False,2
3071,4.3,12420.0,5.0,1,1.0,3462.01,,,True,False,False,True,False,0
3072,0.5,6083.0,0.0,0,1.0,,822.0398067,750.0,False,False,False,False,False,0
3073,2.2,10501.0,13.0,1,1.0,2095.0,1860.0,,True,False,False,False,False,0
3074,1.07,6524.0,21.0,1,1.0,1640.0,,,False,False,True,False,False,0
3075,0.51,14167.0,0.0,0,4.0,,360.0,,False,False,False,False,False,0
3076,0.8,4210.0,10.0,1,1.0,1900.0,,,False,False,False,False,True,0
3077,1.07,6184.0,7.0,1,1.0,1730.0,1600.0,1300.0,False,False,False,False,False,0
3078,0.5,10482.0,0.0,0,1.0,,476.9488521,,False,False,False,False,False,0
3079,1.3,8344.0,7.0,1,1.0,1758.0,,1558.0,False,True,False,False,False,0
3080,0.89,6137.0,1.0,1,1.0,1450.0,,1081.0,True,False,False,False,False,0
3081,0.88,10945.0,4.0,1,1.0,,803.9564379,600.0,False,False,False,False,False,0
3082,0.53,4800.0,9.0,1,1.0,1095.0,,,False,False,False,False,True,0
3083,1.26,7250.0,4.0,1,1.0,1735.0,1400.0,965.0,False,False,False,False,False,0
3084,2.2,13496.0,3.0,1,1.0,,,1629.9788913,False,False,False,False,False,0
3085,0.82,6950.0,21.0,1,1.0,1180.0,,,False,False,False,False,True,0
3086,2.95,12235.0,10.0,1,1.0,2411.0,,1906.0,True,False,False,False,False,2
3087,2.4,11412.0,12.0,1,1.0,2103.0,1650.0,1257.0,True,False,False,False,False,1
3088,1.72,8000.0,7.0,1,1.0,2150.0,1797.0,,True,False,False,False,False,0
3089,6.75,19882.0,10.0,1,1.0,,3395.0448531,,False,False,False,False,False,0
3090,1.25,5701.0,16.0,1,1.0,,2104.9902396,1700.0,False,False,False,False,False,0
3091,3.2,14351.0,0.0,0,1.0,,19440.0,,True,True,True,True,False,0
3092,0.85,126865.0,0.0,0,1.0,,603.0,,False,False,True,False,False,0
3093,0.25,7002.0,1.0,1,1.0,414.0,,357.0,False,False,False,False,False,0
3094,2.2,14874.0,23.0,1,1.0,1479.0,,,False,False,False,False,False,0
3095,0.7,6034.0,0.0,0,1.0,,10440.0,,False,False,False,False,False,0
3096,3.21,11825.0,9.0,1,1.0,2520.0,,,False,False,False,False,False,0
3097,1.75,1384.0,6.0,1,1.0,,,1175.11,False,False,False,False,False,0
3098,2.5,13513.0,5.0,1,1.0,1850.0,,,False,True,False,False,False,0
3099,0.4,7782.0,3.0,1,1.0,,,513.9767025,False,False,False,False,False,0
3100,0.5,3847.0,7.0,1,1.0,,1299.9574107,,False,False,False,False,False,0
3101,1.1,4327.0,9.0,1,1.0,,,2542.0049856,True,False,False,False,True,0
3102,0.75,6818.0,4.0,1,1.0,,1099.9639628999998,,False,False,False,False,False,0
3103,1.9,9743.0,10.0,1,1.0,1950.0,,,True,False,True,True,True,0
3104,1.36,8846.0,1.0,1,1.0,,1535.0412051,,False,False,True,False,True,0
3105,0.25,4258.0,0.0,1,1.0,,586.9560123,,False,False,False,False,False,0
3106,7.35,22812.0,0.0,0,2.0,,3222.0,,True,True,True,True,False,2
3107,0.75,5597.0,10.0,1,1.0,1340.0,,1000.0,False,False,False,False,True,2
3108,3.0,15189.0,2.0,1,1.0,1975.0,,,True,False,False,False,False,0
3109,4.5,33333.0,0.0,0,2.0,,1350.0,,False,False,False,False,False,0
3110,1.31,8517.0,12.0,1,1.0,1538.0,,,False,False,True,False,False,2
3111,0.58,4098.0,3.0,1,1.0,1415.0,,,False,False,False,False,False,0
3112,3.5,133079.0,0.0,0,3.0,,4800.0,4400.0,True,True,True,False,False,1
3113,4.8,19200.0,10.0,1,1.0,,,2500.0257366,True,False,True,False,False,1
3114,3.95,16858.0,15.0,1,1.0,2343.0,,1512.0,True,False,False,False,False,0
3115,1.55,8031.0,12.0,1,1.0,1930.0,1900.0,1350.0,False,False,True,False,False,2
3116,0.4,6389.0,8.0,1,1.0,626.0,,526.0,False,False,False,False,False,0
3117,1.8,10250.0,3.0,1,1.0,,,1756.0242773999996,False,True,False,False,False,2
3118,2.3,17037.0,0.0,0,3.0,,1350.0,,True,True,True,False,False,0
3119,3.4,11724.0,0.0,1,1.0,,2900.0126322,,False,False,False,False,False,0
3120,1.75,7530.0,1.0,1,1.0,,,2324.0358081,True,False,False,False,False,0
3121,1.4,5384.0,9.0,1,1.0,2600.0,,2100.0,True,True,True,False,True,0
3122,0.6,5000.0,4.0,1,1.0,,,1199.9606867999998,False,False,False,False,False,2
3123,5.0,15432.0,0.0,0,3.0,,3240.0,,True,False,True,True,False,0
3124,2.0,11580.0,6.0,1,1.0,1727.0,,1017.0,False,False,False,False,True,0
3125,4.0,17778.0,0.0,0,3.0,,2250.0,,False,True,False,False,False,0
3126,1.9,6967.0,19.0,1,1.0,2727.0,,2300.0,True,False,False,True,False,2
3127,1.0,6734.0,3.0,1,1.0,1485.0,,,False,False,False,False,False,2
3128,0.85,3864.0,5.0,1,1.0,,2200.0355649,,False,False,False,False,False,0
3129,1.1,9972.0,3.0,1,1.0,,,1102.9778577,False,False,False,True,False,0
3130,1.98,9074.0,9.0,1,1.0,2182.0,1750.75,1670.0,True,False,False,False,False,2
3131,1.24,10205.0,10.0,1,1.0,1215.0,,,False,False,False,False,False,0
3132,1.25,8389.0,16.0,1,1.0,,,1490.0480613,False,False,False,False,False,2
3133,0.41,8283.0,7.0,1,1.0,,,500.9523714,True,True,True,False,True,0
3134,2.79,14126.0,2.0,1,1.0,,,1974.9622068,True,True,False,False,False,1
3135,2.57,15575.0,25.0,1,1.0,,2059.9970958,1650.0,False,True,False,False,False,2
3136,0.45,8754.0,14.0,1,1.0,,,513.9767025,False,False,False,False,False,0
3137,1.9,22700.0,1.0,1,1.0,1398.0,1137.0,837.0,False,False,False,False,False,0
3138,2.5,7058.0,0.0,0,3.0,,30600.0,,True,True,True,True,False,2
3139,1.48,7789.0,7.0,1,1.0,1900.0,,1240.04,True,False,False,False,False,0
3140,1.25,10888.0,17.0,1,1.0,1741.0,,1148.0,False,False,False,True,False,0
3141,1.85,10283.0,2.0,1,1.0,1799.0,,1538.0,False,False,False,False,False,2
3142,2.44,13300.0,7.0,1,1.0,1828.0,,,False,False,False,False,False,0
3143,1.22,7176.0,10.0,1,1.0,2300.0,2000.0,1700.0,True,False,True,False,False,2
3144,0.81,6192.0,15.0,1,1.0,1300.0,,,False,False,False,False,False,2
3145,10.45,38703.0,0.0,0,3.0,,4000.0,,True,True,True,False,False,2
3146,2.5,16056.0,0.0,0,4.0,,1557.0,,False,False,False,False,False,0
3147,1.5,10518.0,0.0,0,3.0,,12834.0,,False,True,True,False,False,0
3148,1.4,7407.0,7.0,1,1.0,1890.0,1700.0,1600.0,False,False,False,False,False,0
3149,1.59,8242.0,17.0,1,1.0,1929.0,1700.0,1548.0,False,False,False,False,True,2
3150,0.62,12400.0,0.0,0,2.0,,900.0,480.0,False,False,False,False,True,1
3151,7.25,201388.0,0.0,0,2.0,,3240.0,,True,True,True,True,False,2
3152,0.85,12859.0,2.0,1,1.0,,,661.0117131,False,False,False,False,True,2
3153,2.25,12500.0,5.0,1,1.0,2000.0,1900.0,1800.0,False,True,False,False,False,0
3154,1.5,6369.0,11.0,1,1.0,2355.0,1535.0,1403.0,True,False,False,False,False,0
3155,0.73,6083.0,4.0,1,1.0,1200.0,,870.0,False,True,True,True,False,0
3156,8.75,24306.0,0.0,0,3.0,,3600.0,,True,True,True,True,False,2
3157,4.8,14680.0,12.0,1,1.0,,2894.9535945,,False,False,False,False,False,0
3158,9.5,26389.0,0.0,0,2.0,,3600.0,,True,True,True,True,False,0
3159,0.74,5500.0,10.0,1,1.0,1337.0,,,True,False,False,False,False,0
3160,1.2,6217.0,15.0,1,1.0,1930.0,,,False,False,False,False,False,0
3161,5.0,17271.0,8.0,1,1.0,2895.0,2500.0,2200.0,True,False,True,False,True,2
3162,0.36,6715.0,6.0,1,1.0,,,543.577455,False,False,False,False,False,0
3163,0.29,5178.0,14.0,1,1.0,560.0,,,False,False,False,False,False,0
3164,1.15,6526.0,15.0,1,1.0,1762.0,,1339.0,True,False,False,False,False,2
3165,1.8,7758.0,0.0,1,1.0,,,2320.0531614,False,True,True,False,False,1
3166,0.59,8428.0,6.0,1,1.0,700.0,639.0,540.89,False,False,False,False,False,0
3167,0.99,6655.0,2.0,1,1.0,1991.0,,1495.0,True,False,True,False,False,0
3168,5.75,16428.0,0.0,0,3.0,,4800.0,3500.0,True,False,False,False,False,0
3169,2.8,16969.0,3.0,1,1.0,1650.0,,,True,False,False,False,False,0
3170,2.0,17729.0,1.0,1,1.0,1852.0,1456.0,1128.09,False,False,False,True,False,0
3171,0.3,4599.0,16.0,1,1.0,,,761.008437,False,False,False,False,False,0
3172,2.15,8928.0,2.0,1,1.0,2408.0,,,False,False,False,False,False,0
3173,0.8,8421.0,2.0,1,1.0,950.0,,,False,False,False,False,False,0
3174,0.45,4591.0,2.0,1,1.0,980.0,,,False,True,False,False,False,0
3175,1.2,11194.0,0.0,0,3.0,,1071.9777969,,False,False,False,False,False,0
3176,1.15,9236.0,8.0,1,1.0,1245.0,,,False,False,False,False,False,0
3177,2.2,10237.0,20.0,1,1.0,2149.0,1186.0,1130.0,True,True,False,False,False,2
3178,4.7,19847.0,0.0,0,2.0,,170.0,160.0,False,False,True,True,False,2
3179,2.25,8458.0,8.0,1,1.0,2660.0,2300.0,2100.0,True,True,False,True,False,2
3180,1.98,9036.0,12.0,1,1.0,2191.0,,,False,True,False,False,False,2
3181,1.23,6159.0,5.0,1,1.0,1997.0,,,True,False,False,False,False,0
3182,1.5,5859.0,6.0,1,1.0,2560.0,2017.0,1800.0,True,False,False,False,False,2
3183,0.66,4977.0,15.0,1,1.0,,,1326.0060729,False,False,False,False,False,1
3184,1.85,7682.0,2.0,1,1.0,2408.0,,,True,True,False,False,False,2
3185,2.3,12777.0,5.0,1,1.0,,,1800.0486692999998,True,False,True,False,False,0
3186,1.9,6702.0,2.0,1,1.0,,2834.9986158,,False,False,False,False,False,0
3187,9.01,16066.0,0.0,0,3.0,,4689.0,,True,False,False,True,False,0
3188,1.55,6556.0,1.0,1,1.0,2364.0,,,True,False,True,False,False,0
3189,2.47,7718.0,0.0,0,,,2800.0,2200.0,True,False,True,False,False,2
3190,1.55,13889.0,0.0,0,1.0,,1080.0,,False,False,False,False,False,2
3191,1.28,9552.0,1.0,1,1.0,,,1339.9991558999998,False,False,False,False,False,2
3192,0.95,6554.0,8.0,1,1.0,1457.0,,849.0,False,True,False,False,False,0
3193,1.5,6648.0,4.0,1,1.0,,2249.9801073,,False,True,True,False,False,2
3194,0.45,6475.0,19.0,1,1.0,,695.0256686999999,595.0,False,False,False,False,False,0
3195,1.2,6176.0,7.0,1,1.0,1943.0,1750.0,1550.0,False,False,False,False,False,2
3196,2.35,14242.0,1.0,1,1.0,1650.0,,1405.0,False,False,False,True,False,2
3197,9.0,33333.0,0.0,0,3.0,,2700.0,,True,True,True,True,False,0
3198,2.0,8733.0,4.0,1,1.0,2290.0,,,True,False,False,False,False,0
3199,1.1,5528.0,9.0,1,1.0,,1990.0316808,,False,False,False,False,False,0
3200,12.25,20940.0,0.0,0,1.0,,52650.0,,True,True,True,False,True,2
3201,1.4,6189.0,6.0,1,1.0,2262.0,1922.0,1634.0,True,False,True,False,False,0
3202,3.4,14107.0,2.0,1,1.0,2410.0,2210.0,2040.0,True,False,False,False,False,2
3203,1.7,7870.0,0.0,0,4.0,,2160.0,,True,False,True,False,False,0
3204,1.69,7954.0,5.0,1,1.0,2200.0,,,True,False,False,False,False,2
3205,3.25,8125.0,0.0,0,20.0,,36000.0,,False,False,False,False,False,0
3206,1.45,8677.0,3.0,1,1.0,1671.0,,,False,False,False,False,False,0
3207,0.4,2500.0,0.0,0,1.0,,1599.9475823999996,800.0,False,False,False,False,False,0
3208,1.26,6542.0,8.0,1,1.0,1880.0,,,False,False,False,False,False,0
3209,2.2,6934.0,4.0,1,1.0,2812.0,,,False,False,False,False,False,0
3210,1.15,11966.0,20.0,1,1.0,1741.0,1263.0,961.0,False,False,True,False,False,0
3211,2.25,13636.0,9.0,1,1.0,2038.0,1938.0,1650.0,True,False,False,False,False,2
3212,0.95,6209.0,7.0,1,1.0,1530.0,,,False,True,False,False,False,0
3213,1.38,8966.0,12.0,1,1.0,1538.0,,,False,False,True,False,False,0
3214,1.35,3857.0,0.0,0,3.0,,31500.0,,False,False,False,False,False,0
3215,6.25,30728.0,0.0,0,3.0,,2034.0,,True,True,False,True,False,0
3216,15.0,22388.0,17.0,1,1.0,,,6699.9957795,True,True,True,False,False,1
3217,0.72,5735.0,8.0,1,1.0,,,1264.0059513,False,False,False,False,False,0
3218,1.27,9182.0,9.0,1,1.0,1383.0,,,False,False,False,False,False,0
3219,5.85,26423.0,0.0,0,2.0,,2214.0,,True,False,False,False,False,2
3220,10.0,122222.0,0.0,0,1.0,,8100.0,,True,False,False,False,False,0
3221,0.75,5588.0,7.0,1,1.0,1342.0,1180.0,1050.0,False,False,False,False,False,2
3222,0.55,7290.0,0.0,0,1.0,,83.0,82.0,False,False,False,True,False,0
3223,5.0,11363.0,2.0,1,1.0,4400.0,4000.0,3500.0,True,True,False,True,False,2
3224,0.9,6590.0,10.0,1,1.0,1366.0,,,False,False,False,False,True,2
3225,7.0,22222.0,10.0,1,1.0,3150.0,,1913.0,True,False,False,False,False,0
3226,0.85,14237.0,10.0,1,1.0,,596.9664485999999,,False,False,False,False,False,0
3227,1.76,7242.0,12.0,1,1.0,2430.0,,,False,False,False,False,False,0
3228,4.85,25866.0,25.0,1,1.0,1875.0,,,True,False,False,False,False,2
3229,0.7,7000.0,0.0,0,5.0,,999.967239,509.0,False,False,False,False,False,0
3230,0.75,7500.0,5.0,1,1.0,1000.0,,727.0,False,False,False,False,False,0
3231,2.1,8917.0,6.0,1,1.0,2355.0,,,True,False,False,False,True,0
3232,3.32,14079.0,8.0,1,1.0,2358.0,,1709.0,True,False,False,False,False,2
3233,3.0,18000.0,20.0,1,1.0,1828.0,,,False,False,False,False,False,0
3234,1.32,6609.0,11.0,1,1.0,1997.0,,1500.0,True,False,False,False,False,0
3235,1.78,8040.0,12.0,1,1.0,2215.0,,,False,False,False,False,False,0
3236,0.52,6326.0,3.0,1,1.0,,,822.0398067,False,False,True,False,False,0
3237,0.95,8903.0,1.0,1,1.0,1067.0,,578.0,False,True,False,False,False,0
3238,0.4,6666.0,4.0,1,1.0,,,599.9803433999999,False,False,False,False,False,0
3239,7.25,27971.0,0.0,0,2.0,,2592.0,,True,True,True,True,False,2
3240,1.2,6505.0,5.0,1,1.0,1845.0,,,True,False,False,False,True,0
3241,0.4,8889.0,0.0,0,1.0,,450.0,,False,False,False,False,False,0
3242,0.9,6618.0,8.0,1,1.0,1360.0,,,False,False,False,False,True,0
3243,1.35,8970.0,7.0,1,1.0,1505.0,,,False,False,False,False,False,0
3244,0.62,9538.0,6.0,1,1.0,,650.0325249,,False,False,False,False,False,0
3245,1.4,8000.0,5.0,1,1.0,1750.0,1466.0,,False,False,False,False,False,0
3246,0.9,6569.0,11.0,1,1.0,1370.0,,,False,False,False,False,False,0
3247,0.55,6690.0,3.0,1,1.0,,,822.0398067,False,False,False,False,False,0
3248,0.9,10000.0,0.0,0,4.0,,8100.0,,False,False,False,False,False,0
3249,1.93,8532.0,5.0,1,1.0,2262.0,,,True,False,False,False,False,0
3250,6.5,36111.0,0.0,0,3.0,,1800.0,,True,True,True,True,False,2
3251,0.4,6666.0,1.0,1,1.0,,,599.9803433999999,False,False,False,False,False,0
3252,1.0,9033.0,1.0,1,1.0,,,1106.9605044,False,True,False,False,False,0
3253,0.73,3560.0,2.0,1,1.0,2050.0,,1400.0,True,False,False,False,False,0
3254,0.32,4657.0,7.0,1,1.0,687.0,601.0,448.0,False,False,False,False,False,0
3255,0.38,6312.0,1.0,1,1.0,,602.0254862999999,,False,False,False,False,False,0
3256,1.75,11111.0,0.0,0,2.0,,14175.0,,False,False,False,False,True,0
