,price_in_crores,price_per_sqft,floorNum,property_type,noOfFloor,SuperBuiltupArea_sqft,BuiltupArea_sqft,CarpetArea_sqft,servantRoom,studyRoom,poojaRoom,storeRoom,otherAdditionalRoom,luxury_class
3257,2.05,8541.0,8.0,1,1.0,,,2400.0290127,False,False,False,False,False,2
3258,1.9,13758.0,8.0,1,1.0,1381.0,,,False,False,False,False,False,0
3259,1.0,11111.0,0.0,0,4.0,,900.0,,False,False,False,False,True,0
3260,16.0,59259.0,0.0,0,4.0,,325.0,300.0,True,True,True,True,False,2
3261,0.55,4074.0,0.0,0,2.0,,12150.0,,False,False,False,False,True,0
3262,1.1,4327.0,9.0,1,1.0,,,2542.0049856,True,False,False,False,True,0
3263,8.25,45833.0,0.0,0,4.0,,1800.0,,True,False,False,False,False,2
3264,12.0,37037.0,0.0,0,3.0,,,3240.0445491,False,False,False,False,False,0
3265,2.95,11451.0,10.0,1,1.0,2576.0,,1700.0,True,False,False,False,False,1
3266,9.0,100000.0,0.0,0,4.0,,8100.0,,False,False,False,False,False,0
3267,0.95,8886.0,1.0,1,1.0,,,1068.9639021,False,False,False,False,False,0
3268,6.0,24691.0,0.0,0,2.0,,2430.0,,True,False,False,False,False,2
3269,1.49,6310.0,5.0,1,1.0,2361.0,,,True,False,False,True,False,2
3270,1.0,5649.0,13.0,1,1.0,1770.0,,,False,False,False,False,False,0
3271,1.15,3285.0,0.0,0,1.0,,,3499.9929756,False,False,False,False,False,0
3272,0.6,11102.0,0.0,0,3.0,,540.0,,False,False,False,False,False,0
3273,1.0,4942.0,11.0,1,1.0,2025.0,,,True,False,False,False,True,0
3274,0.42,5600.0,3.0,1,1.0,,,750.0292488,False,False,False,False,False,2
3275,1.3,8724.0,19.0,1,1.0,1490.0,1176.0,863.91,False,False,False,True,False,2
3276,0.7,6071.0,2.0,1,1.0,,,1153.0300392,False,False,True,False,False,0
3277,4.5,10714.0,17.0,1,1.0,4200.0,,,True,False,False,False,False,2
3278,1.85,8043.0,4.0,1,1.0,,,2300.0322888,False,False,False,False,False,0
3279,2.15,15003.0,28.0,1,1.0,,1432.9993383,,False,False,False,False,False,0
3280,0.65,8953.0,7.0,1,1.0,726.0,,,False,False,False,False,False,0
3281,3.0,10853.0,3.0,1,1.0,2764.0,2700.0,2500.0,True,True,True,False,True,2
3282,3.9,16993.0,0.0,1,1.0,,2294.9732511,,False,False,False,False,False,0
3283,8.5,13492.0,0.0,0,10.0,,56700.0,,True,True,True,True,False,2
3284,8.0,15384.0,2.0,1,1.0,,,5200.044921,True,True,True,False,True,1
3285,3.9,13000.0,6.0,1,1.0,3000.0,,2950.0,True,False,False,False,False,1
3286,1.3,10815.0,7.0,1,1.0,1943.0,,1202.0,False,False,True,False,False,0
3287,1.4,7179.0,10.0,1,1.0,,,1949.9899356,True,False,False,False,False,0
3288,1.01,9156.0,4.0,1,1.0,,,1102.9778577,False,True,False,False,False,0
3289,0.95,7846.0,1.0,1,1.0,,1210.7245968,756.6,False,False,False,False,False,0
3290,20.0,44444.0,0.0,0,3.0,,4500.0,,True,False,True,False,False,1
3291,0.45,7846.0,12.0,1,1.0,,,573.5011248,False,False,False,False,False,0
3292,5.6,11529.0,15.0,1,1.0,4857.0,3662.34,,True,False,False,False,False,2
3293,2.72,11574.0,0.0,1,1.0,2350.0,2250.0,2001.0,True,False,True,False,False,2
3294,1.45,8011.0,8.0,1,1.0,1810.0,1650.0,1500.0,False,False,False,False,True,2
3295,7.0,23333.0,0.0,0,3.0,,3400.0,3000.0,True,False,False,False,False,0
3296,4.02,7309.0,0.0,0,3.0,,5500.0350927,,True,True,True,True,False,0
3297,1.35,8181.0,5.0,1,1.0,1650.0,,1022.58,True,False,False,False,False,0
3298,7.8,23148.0,0.0,0,2.0,,3240.0,,True,True,True,True,False,2
3299,2.0,10582.0,0.0,0,3.0,,1890.0349569,,False,False,False,False,False,0
3300,1.6,11700.0,14.0,1,1.0,,1367.9853219,,False,False,False,False,False,0
3301,6.6,36667.0,0.0,0,2.0,,1800.0,,True,True,False,False,False,2
3302,1.12,10666.0,0.0,1,1.0,1050.0,,,False,False,False,False,False,0
3303,0.74,6016.0,12.0,1,1.0,,,1229.9919957,False,False,False,False,False,0
3304,1.15,5500.0,2.0,1,1.0,,2000.0421171,,True,False,False,False,True,0
3305,1.95,9972.0,2.0,1,1.0,1805.0,,,False,False,False,False,False,2
3306,1.77,7350.0,7.0,1,1.0,2408.0,,,False,False,False,True,False,0
3307,1.93,8075.0,7.0,1,1.0,2408.0,2400.0,2390.0,True,False,False,False,False,0
3308,12.0,37037.0,0.0,0,3.0,,3240.0,,True,False,True,True,False,2
3309,1.45,9615.0,9.0,1,1.0,1508.0,,,False,False,False,False,False,0
3310,1.16,11693.0,0.0,0,3.0,,,992.0,False,False,False,False,True,0
3311,0.65,13000.0,0.0,0,3.0,,4500.0,,False,False,False,False,False,0
3312,10.5,14323.0,0.0,0,1.0,,7330.9761837,,False,False,False,False,False,0
3313,0.26,3714.0,2.0,1,1.0,700.0,,530.0,False,False,False,False,False,0
3314,1.32,6019.0,14.0,1,1.0,2193.0,,,True,False,False,False,False,0
3315,2.28,10841.0,14.0,1,1.0,2103.0,1750.0,1257.0,True,False,False,False,False,1
3316,2.5,11726.0,20.0,1,1.0,2132.0,1700.0,1350.0,True,False,False,False,False,1
3317,2.86,14000.0,45.0,1,1.0,,,2039.9762232,True,False,False,False,False,0
3318,1.6,8000.0,6.0,1,1.0,2000.0,,,False,False,False,False,False,0
3319,1.5,5000.0,0.0,0,1.0,,3000.0093560999994,,False,False,False,False,False,0
3320,0.25,3571.0,2.0,1,1.0,,,699.9770672999999,False,False,False,False,False,0
3321,4.6,20444.0,0.0,0,1.0,,2249.9801073,,False,False,False,False,False,0
3322,0.45,9000.0,9.0,1,1.0,500.0,,,False,False,False,False,False,0
3323,0.55,7333.0,0.0,0,1.0,,750.0292488,,False,False,False,False,False,0
3324,1.25,9025.0,15.0,1,1.0,,,1384.9922997,False,False,False,False,False,0
3325,2.8,15317.0,14.0,1,1.0,,1828.0348353,,False,False,False,False,False,0
3326,0.3,3158.0,11.0,1,1.0,,950.0226966,552.0,False,False,False,False,False,0
3327,3.75,20425.0,0.0,0,3.0,,1836.0,,False,False,False,False,False,2
3328,8.5,53125.0,0.0,0,4.0,,1599.9475823999996,,False,False,False,False,False,2
3329,2.55,15644.0,4.0,1,1.0,,,1629.9788913,False,False,False,False,True,0
3330,3.35,12444.0,11.0,1,1.0,,,2691.9462519,True,True,False,False,False,2
3331,1.5,6616.0,4.0,1,1.0,,,2266.9870851,True,False,False,False,False,0
3332,2.52,10723.0,8.0,1,1.0,2350.0,,,True,False,False,False,False,0
3333,1.8,5950.0,0.0,0,3.0,,27225.0,,False,False,False,False,False,0
3334,0.88,6429.0,3.0,1,1.0,1361.0,,,False,False,False,False,False,0
3335,0.9,4615.0,1.0,1,1.0,1950.0,1900.0,1854.0,True,False,True,False,False,0
3336,1.7,12592.0,6.0,1,1.0,,,1350.0095921999998,True,False,False,False,False,0
3337,1.13,6647.0,8.0,1,1.0,1730.0,,,False,False,False,False,True,0
3338,1.6,11594.0,21.0,1,1.0,,,1380.0409011,True,False,False,False,False,0
3339,2.0,6250.0,9.0,1,1.0,,,3200.0028039,True,False,False,False,False,1
3340,0.55,5788.0,5.0,1,1.0,1115.0,1050.0,950.0,False,False,False,False,True,0
3341,2.45,10786.0,8.0,1,1.0,2225.0,,,False,False,False,False,False,0
3342,1.75,10489.0,10.0,1,1.0,1573.0,,,False,True,False,False,False,0
3343,2.9,10740.0,0.0,0,2.0,,24300.0,,False,False,False,False,False,0
3344,1.16,11717.0,0.0,0,1.0,,,989.9568027,False,False,False,False,False,0
3345,9.85,29638.0,0.0,0,3.0,,3762.0,,True,True,True,False,False,0
3346,9.5,23457.0,0.0,0,2.0,,7450.0,,True,False,False,False,False,0
3347,1.3,8445.0,12.0,1,1.0,1538.0,,,False,False,True,False,False,2
3348,0.89,8850.0,14.0,1,1.0,1428.08,,1000.0,False,True,False,False,False,2
3349,0.19,591.0,14.0,1,1.0,,,3211.950744,False,False,False,False,False,0
3350,4.7,19747.0,9.0,1,1.0,2380.0,,1231.0,True,False,True,False,False,2
3351,2.7,16363.0,5.0,1,1.0,,,1649.9997638999998,True,False,False,True,False,2
3352,1.85,8604.0,11.0,1,1.0,2150.0,,,True,False,False,False,False,0
3353,1.76,9909.0,9.0,1,1.0,1776.0,1576.0,1476.0,True,False,True,False,False,2
3354,9.0,33333.0,0.0,0,3.0,,2700.0,,True,True,True,True,False,1
3355,0.85,7863.0,4.0,1,1.0,1081.0,1080.0,670.0,False,False,False,False,False,0
3356,1.41,12250.0,2.0,1,1.0,,1150.0161444,,False,True,False,False,False,0
3357,1.75,7402.0,9.0,1,1.0,2364.0,,,True,False,True,False,False,0
3358,0.88,5952.0,1.0,1,1.0,1485.0,,,False,False,False,False,False,0
3359,1.0,11111.0,0.0,0,2.0,,8100.0,,False,False,False,False,False,0
3360,9.0,27778.0,0.0,0,3.0,,3240.0,,True,True,True,True,False,0
3361,1.25,9876.0,0.0,1,1.0,1215.0,,,False,False,False,False,False,0
3362,0.82,5384.0,12.0,1,1.0,1523.0,1221.18,,False,False,False,False,False,0
3363,1.74,7565.0,2.0,1,1.0,2450.0,2400.0,2300.0,True,False,True,False,False,2
3364,2.5,7817.0,5.0,1,1.0,3198.0,,,True,False,False,False,False,0
3365,2.0,14815.0,0.0,0,3.0,,1350.0095921999998,,False,False,False,False,False,0
3366,3.46,12047.0,10.0,1,1.0,2872.0,,,True,False,False,False,False,1
3367,0.43,8582.0,6.0,1,1.0,,,500.9523714,False,True,False,False,False,0
3368,1.25,7396.0,2.0,1,1.0,1690.0,,,False,False,False,False,False,0
3369,2.8,16969.0,2.0,1,1.0,1975.0,1800.0,1650.0,False,True,False,False,False,2
3370,0.37,8222.0,0.0,0,1.0,,4050.0,,False,False,False,False,True,0
3371,3.5,13430.0,14.0,1,1.0,,,2606.0502501,False,True,False,False,False,1
3372,0.97,10601.0,12.0,1,1.0,915.0,,600.0,False,False,False,False,False,0
3373,1.2,8053.0,24.0,1,1.0,1490.0,,863.91,False,False,False,False,False,2
3374,2.45,16000.0,7.0,1,1.0,,1199.9606867999998,1000.0,False,True,False,False,False,1
3375,0.86,6254.0,0.0,1,1.0,1950.0,1525.0,1375.0,True,False,False,False,False,2
3376,5.4,20690.0,0.0,0,3.0,,2610.0,,True,True,True,True,False,2
3377,3.05,17650.0,0.0,0,2.0,,1728.0,,False,False,False,True,False,2
3378,1.5,6361.0,14.0,1,1.0,2358.0,,,True,False,False,False,True,0
3379,0.69,9103.0,0.0,0,2.0,,757.9945422,500.0,False,False,False,False,False,0
3380,1.1,11111.0,0.0,0,2.0,,989.9568027,,False,False,False,False,False,0
3381,12.5,40850.0,0.0,0,2.0,,410.0,340.0,True,True,False,False,False,1
3382,0.95,5214.0,3.0,1,1.0,1822.0,,,False,False,False,False,True,0
3383,0.26,6842.0,8.0,1,1.0,,,379.966023,False,False,False,False,False,0
3384,1.63,8358.0,5.0,1,1.0,1950.0,,1161.0,True,False,False,False,True,0
3385,0.29,11600.0,0.0,1,1.0,,,250.0456293,False,False,False,False,False,2
3386,19.0,42054.0,0.0,0,2.0,,4518.0,,True,True,False,False,False,2
3387,2.0,8333.0,12.0,1,1.0,2475.0,,2400.0,True,False,False,False,False,2
3388,6.0,9634.0,0.0,0,2.0,,6228.0,,True,True,True,True,False,0
3389,3.4,14418.0,17.0,1,1.0,2358.0,,,True,False,False,False,False,2
3390,3.4,10000.0,3.0,1,1.0,3400.0,,,True,False,False,True,False,0
3391,0.7,5279.0,4.0,1,1.0,1326.0,1325.0,1320.0,False,False,False,False,False,0
3392,0.95,6551.0,7.0,1,1.0,,,1450.0063161,True,False,False,False,False,0
3393,1.4,9978.0,10.0,1,1.0,2355.0,1535.0,1403.0,True,False,False,False,False,0
3394,1.4,8484.0,9.0,1,1.0,1650.0,,1200.0,True,False,False,False,False,0
3395,2.85,15590.0,43.0,1,1.0,1828.0,,,False,False,False,False,False,2
3396,1.38,7225.0,5.0,1,1.0,,1909.9481904,,False,True,False,False,False,2
3397,0.95,8903.0,1.0,1,1.0,1067.0,,578.0,False,True,False,False,False,0
3398,1.18,7539.0,5.0,1,1.0,1565.0,,,False,True,False,False,False,0
3399,2.99,20635.0,0.0,0,2.0,,1449.0,,True,True,True,False,False,2
3400,0.75,7820.0,0.0,0,1.0,,958.9567419,,False,False,False,False,False,0
3401,1.45,8006.0,9.0,1,1.0,1811.0,,,False,False,False,False,False,0
3402,2.91,6700.0,6.0,1,1.0,4350.0,,3480.0,True,True,False,True,False,2
3403,1.0,6435.0,2.0,1,1.0,1554.0,,,False,False,False,False,False,0
3404,0.95,10215.0,11.0,1,1.0,,930.001824,730.0,False,False,False,False,False,2
3405,1.7,9714.0,8.0,1,1.0,,,1749.9964878,False,True,False,False,False,0
3406,1.08,13126.0,8.0,1,1.0,,,76.44,False,False,False,False,False,0
3407,3.25,9672.0,2.0,1,1.0,3360.0,,,True,False,False,False,False,0
3408,9.9,29333.0,0.0,0,2.0,,3375.0,,False,False,True,False,False,2
3409,0.18,4000.0,0.0,0,1.0,,4050.0,,False,False,False,False,False,0
3410,2.92,11209.0,10.0,1,1.0,2605.0,2600.0,2100.0,True,False,False,False,False,2
3411,0.45,7739.0,4.0,1,1.0,,,581.3587790999999,False,False,False,False,False,0
3412,0.65,9286.0,6.0,1,1.0,,699.9770672999999,,False,False,False,False,False,0
3413,1.4,21538.0,2.0,1,1.0,650.0,,,False,False,False,False,False,0
3414,0.8,5878.0,3.0,1,1.0,1361.0,1089.0,705.0,False,False,True,False,False,0
3415,1.4,7567.0,4.0,1,1.0,1850.0,,,False,False,False,False,False,2
3416,3.0,12000.0,2.0,1,1.0,,,2500.0257366,False,False,False,False,False,0
3417,1.1,7772.0,4.0,1,1.0,1351.0,,,False,False,False,False,False,2
3418,1.9,9783.0,20.0,1,1.0,1942.0,,,True,False,False,False,False,0
3419,0.8,80000.0,0.0,0,3.0,,900.0,,True,True,True,False,True,0
3420,2.4,11412.0,19.0,1,1.0,2103.0,,,True,False,False,False,False,1
3421,2.55,15454.0,3.0,1,1.0,1650.0,,1300.0,True,True,False,False,False,0
3422,2.4,12000.0,0.0,0,2.0,,18000.0,,False,False,True,True,False,0
3423,3.65,15240.0,9.0,1,1.0,1870.0,1869.0,,False,False,False,False,True,2
3424,1.2,6818.0,9.0,1,1.0,1760.0,1186.0,1130.0,True,False,False,False,False,0
3425,1.2,17548.0,22.0,1,1.0,1099.0,,683.83,False,False,False,False,False,0
3426,0.49,8222.0,8.0,1,1.0,602.0,598.0,,False,False,False,False,True,1
3427,4.0,16666.0,0.0,0,2.0,,21600.0,,True,False,False,False,False,0
3428,0.75,6849.0,0.0,0,4.0,,9855.0,,False,True,False,False,False,0
3429,2.25,13636.0,3.0,1,1.0,1650.0,1600.0,1350.0,True,True,False,False,False,2
3430,6.75,32328.0,0.0,0,3.0,,2088.0,,True,True,True,False,True,2
3431,0.48,5333.0,2.0,1,1.0,,,899.9705151,False,False,False,False,False,0
3432,4.49,24455.0,0.0,0,3.0,,1836.0,,False,False,False,False,True,2
3433,0.3,5424.0,5.0,1,1.0,553.0,,470.0,False,False,False,False,False,0
3434,6.5,14987.0,3.0,1,1.0,4337.0,,,False,True,False,False,False,0
3435,0.39,6077.0,6.0,1,1.0,,,641.7443142,False,False,False,False,False,0
3436,0.65,6789.0,9.0,1,1.0,1350.0,1050.0,950.0,False,True,False,False,False,0
3437,2.55,11218.0,14.0,1,1.0,2273.0,,1340.0,False,False,False,False,False,1
3438,8.0,22222.0,0.0,0,51.0,,3600.0,,True,True,True,False,False,2
3439,1.2,13333.0,5.0,1,1.0,,,899.9705151,False,False,False,True,False,0
3440,0.65,4961.0,11.0,1,1.0,1300.0,1225.0,1075.0,False,True,False,False,False,2
3441,3.7,17619.0,18.0,1,1.0,,,2100.038841,True,False,False,False,False,2
3442,6.8,12593.0,0.0,0,2.0,,5400.0,,True,False,False,False,False,0
3443,2.78,8825.0,11.0,1,1.0,3150.0,,,True,False,False,False,False,0
3444,2.1,23333.0,0.0,0,4.0,,900.0,,False,False,False,False,True,2
3445,0.8,5797.0,2.0,1,1.0,1380.0,1300.0,1200.0,False,False,False,False,False,0
3446,1.35,10037.0,2.0,1,1.0,1345.0,1320.0,1300.0,False,False,False,False,True,2
3447,0.96,10491.0,10.0,1,1.0,915.0,,,False,False,False,False,False,0
3448,4.12,8889.0,0.0,0,,,4635.0,,False,False,False,False,False,0
3449,2.05,9876.0,14.0,1,1.0,,,2025.0143883,True,False,False,False,False,0
3450,3.75,11029.0,0.0,0,3.0,,3399.9962517,1836.0,False,False,False,False,False,0
3451,0.58,86567.0,0.0,0,2.0,,603.0,,False,False,True,False,True,0
3452,0.72,4975.0,12.0,1,1.0,1457.0,,849.0,False,True,False,False,False,0
3453,1.5,14245.0,0.0,0,1.0,,1053.0,,False,True,True,False,False,2
3454,0.93,7294.0,9.0,1,1.0,1275.0,1000.0,875.0,False,False,False,False,True,0
3455,1.38,13495.0,6.0,1,1.0,1650.0,,1022.58,True,False,False,False,False,2
3456,2.33,14463.0,17.0,1,1.0,,1711.0311336,1611.0,False,False,False,True,False,2
3457,1.8,6000.0,4.0,1,1.0,3000.0,,2700.0,False,False,False,True,False,2
3458,2.2,16000.0,5.0,1,1.0,,,1374.9818633999998,False,False,True,False,False,2
3459,1.6,5319.0,0.0,1,1.0,,3007.9746494999995,,False,False,False,False,False,0
3460,6.0,24691.0,0.0,0,2.0,,2430.0,,True,True,True,True,False,0
3461,2.75,12343.0,0.0,0,2.0,,2228.0217309,,False,False,False,False,False,0
3462,1.0,8230.0,0.0,0,3.0,,1215.0,,False,False,True,False,False,0
3463,19.0,42222.0,0.0,0,3.0,,4500.0,,True,True,True,True,False,2
3464,0.55,5000.0,0.0,0,1.0,,1099.9639628999998,,False,False,False,False,False,0
3465,13.5,29880.0,0.0,0,2.0,,4518.0,,True,True,False,False,True,2
3466,0.44,4251.0,0.0,0,1.0,,,1034.9499465,False,False,True,False,True,0
3467,3.7,12542.0,12.0,1,1.0,2950.0,2650.0,2450.0,True,False,False,False,False,2
3468,8.5,31481.0,0.0,0,3.0,,2700.0,,True,False,False,False,False,2
3469,0.4,8547.0,6.0,1,1.0,,,468.0148067999999,False,False,False,False,False,1
3470,1.07,7925.0,8.0,1,1.0,1350.0,,,False,True,False,False,False,0
3471,1.41,10307.0,0.0,1,1.0,1368.0,,,False,False,False,False,True,0
3472,4.25,17955.0,0.0,0,1.0,,2366.983809,1800.0,False,False,False,False,False,0
3473,0.96,9767.0,1.0,1,1.0,,,1074.9916917,False,False,False,False,False,0
3474,0.9,5614.0,0.0,1,1.0,1603.0,1500.0,,False,False,False,False,False,0
3475,0.75,5660.0,13.0,1,1.0,1325.0,,,False,False,False,False,False,2
3476,1.85,308333.0,0.0,0,5.0,,540.0,,False,False,False,False,False,0
3477,1.49,7590.0,6.0,1,1.0,1963.0,,1700.0,True,False,False,False,False,0
3478,0.46,4646.0,6.0,1,1.0,,989.9568027,,False,False,False,False,False,0
3479,0.86,4886.0,0.0,1,1.0,1760.0,,,False,False,False,False,True,0
3480,0.85,4877.0,0.0,0,4.0,,1742.9999463,,False,False,False,False,False,0
3481,0.29,3254.0,0.0,0,0.0,,8019.0,,False,False,False,False,False,0
3482,2.5,9433.0,2.0,1,1.0,2650.0,,,False,False,False,False,False,2
3483,5.15,18885.0,0.0,0,2.0,,302.0,300.0,True,False,True,False,False,2
3484,1.1,6242.0,7.0,1,1.0,1762.0,1500.0,1300.0,False,False,False,False,False,0
3485,5.5,30556.0,0.0,0,2.0,,1800.0,,False,False,True,False,True,2
3486,1.16,6987.0,1.0,1,1.0,,,1660.0102002,True,False,True,True,False,2
3487,0.75,57692.0,0.0,0,1.0,,130.02803279999998,,False,False,False,False,False,0
3488,2.03,12000.0,1.0,1,1.0,1692.0,,1027.68,False,False,False,False,False,0
3489,1.2,10122.0,0.0,0,2.0,,10669.59,,False,False,False,False,False,0
3490,0.66,7168.0,0.0,0,4.0,,823.0085585999999,,False,False,False,False,False,0
3491,17.0,37627.0,0.0,0,2.0,,4518.0,,True,True,True,True,False,2
3492,2.95,20359.0,0.0,0,1.0,,1000.0,,False,False,False,False,False,0
3493,0.83,5424.0,5.0,1,1.0,,,1529.9821673999998,False,True,False,False,False,1
3494,6.75,10838.0,0.0,0,2.0,,6228.0,,True,False,True,False,False,0
3495,2.51,12178.0,7.0,1,1.0,2061.0,,,False,True,False,False,False,2
3496,1.91,9550.0,17.0,1,1.0,2000.0,,1228.17,True,True,False,False,False,2
3497,0.47,7768.0,3.0,1,1.0,,,605.0393811,False,False,False,False,False,2
3498,0.99,5530.0,14.0,1,1.0,1790.0,,,True,False,False,False,False,0
3499,0.8,6168.0,6.0,1,1.0,,,1297.051155,False,False,False,False,False,0
3500,1.64,8384.0,3.0,1,1.0,1950.0,,1161.0,True,False,False,False,False,0
3501,0.8,5882.0,1.0,1,1.0,,1360.0200285,,False,False,False,False,False,0
3502,5.0,9615.0,2.0,1,1.0,,5200.044921,,False,False,False,False,False,0
3503,1.4,8871.0,11.0,1,1.0,1578.0,,,False,False,True,False,False,0
3504,1.9,8863.0,3.0,1,1.0,2200.0,,,False,False,False,False,False,2
3505,1.4,13690.0,7.0,1,1.0,1650.0,,1022.58,True,False,False,False,False,0
3506,1.88,6894.0,20.0,1,1.0,2727.0,2726.0,2725.0,True,False,True,False,False,0
3507,2.24,13575.0,2.0,1,1.0,,,1649.9997638999998,True,True,False,False,False,0
3508,2.35,14551.0,5.0,1,1.0,,1615.0170563999998,,False,False,False,False,False,0
3509,1.25,6476.0,17.0,1,1.0,1930.0,1700.0,1500.0,True,False,True,False,False,0
3510,2.55,13178.0,0.0,0,3.0,,1935.0281007,,False,False,False,False,False,2
3511,1.5,8787.0,1.0,1,1.0,1707.0,1600.0,1400.0,False,False,False,False,False,2
3512,1.7,10773.0,0.0,1,1.0,1578.0,,,False,False,True,False,False,0
3513,11.29,34846.0,0.0,0,2.0,,3240.0,,False,True,True,False,False,0
3514,8.49,31444.0,0.0,0,4.0,,2700.0,,True,False,True,False,False,2
3515,1.15,7496.0,8.0,1,1.0,1534.0,,1200.0,False,True,False,False,False,2
3516,0.5,7407.0,0.0,0,3.0,,725.0,675.0,False,False,True,False,False,0
3517,1.36,8846.0,1.0,1,1.0,,1535.0412051,,False,False,True,False,True,0
3518,1.5,11111.0,10.0,1,1.0,,,1350.0095921999998,False,False,False,True,False,2
3519,0.88,6429.0,3.0,1,1.0,1361.0,,,False,False,False,False,False,0
3520,2.1,8386.0,0.0,0,2.0,,2504.0083833,,False,False,False,False,False,0
3521,1.83,7991.0,10.0,1,1.0,2290.0,2000.0,1750.0,True,False,False,False,False,0
3522,1.98,8256.0,12.0,1,1.0,2408.0,2399.0,2398.0,False,False,False,True,False,0
3523,0.38,8444.0,0.0,0,1.0,,4050.0,,False,False,False,False,False,0
3524,1.56,8087.0,17.0,1,1.0,1929.0,1580.0,1450.0,False,False,False,True,False,0
3525,1.35,14754.0,10.0,1,1.0,915.0,,,False,False,False,False,False,0
3526,1.9,5683.0,7.0,1,1.0,2727.0,,,True,False,True,False,False,0
3527,0.26,5397.0,5.0,1,1.0,,,481.6849725,False,False,False,False,False,0
3528,0.55,4583.0,0.0,0,2.0,,,1199.9606867999998,False,False,False,False,False,0
3529,1.02,8793.0,3.0,1,1.0,1550.0,1430.0,1160.0,False,True,False,False,False,0
3530,2.25,13636.0,3.0,1,1.0,1650.0,,,True,True,False,False,False,0
3531,0.95,6985.0,13.0,1,1.0,1360.0,1150.0,894.0,False,False,False,False,False,2
3532,0.6,10753.0,0.0,0,2.0,,558.0,,False,False,False,False,False,0
3533,0.87,7951.0,8.0,1,1.0,1360.0,1300.0,1094.0,False,False,False,False,False,2
3534,0.69,5390.0,11.0,1,1.0,,,1280.0441772,False,False,False,False,False,0
3535,5.6,11551.0,8.0,1,1.0,4848.0,3655.35,,True,False,False,False,False,2
3536,1.45,11363.0,6.0,1,1.0,1276.0,,904.01,False,False,False,False,False,0
3537,0.45,6000.0,6.0,1,1.0,,750.0292488,,False,False,False,False,False,0
3538,6.75,19737.0,0.0,0,2.0,,3420.0,,True,True,False,True,False,0
3539,4.3,245398.0,0.0,0,5.0,,145.0,,False,False,False,False,False,1
3540,1.1,6172.0,0.0,0,1.0,,16038.0,,False,False,False,False,False,0
3541,17.0,35109.0,0.0,0,3.0,,9000.0,,True,True,True,True,False,1
3542,0.98,6932.0,11.0,1,1.0,1415.0,,,False,False,False,False,False,0
3543,1.3,5039.0,9.0,1,1.0,,2580.0015879,,False,False,False,False,False,0
3544,1.28,7272.0,24.0,1,1.0,1760.0,1186.0,1130.0,True,False,False,False,False,0
3545,0.52,5778.0,0.0,0,2.0,,900.0,,False,False,False,False,False,0
3546,1.9,8837.0,11.0,1,1.0,2150.0,,,False,False,False,False,False,0
3547,3.75,25562.0,0.0,0,3.0,,1467.0,,False,False,False,False,True,0
3548,6.5,35400.0,0.0,0,3.0,,215.0,,True,False,True,False,False,2
3549,1.15,8518.0,8.0,1,1.0,1350.0,,,False,True,False,False,True,0
3550,0.78,6023.0,17.0,1,1.0,1295.0,,,False,False,False,False,False,0
3551,4.75,28787.0,0.0,0,2.0,,1700.0,1650.0,False,False,False,True,False,2
3552,1.78,7392.0,6.0,1,1.0,2408.0,,,False,False,False,True,False,0
3553,8.44,16230.0,9.0,1,1.0,5200.0,5000.0,4900.0,True,False,False,False,False,1
3554,1.6,13913.0,3.0,1,1.0,,,1150.0161444,False,True,False,False,False,0
3555,0.6,4602.0,5.0,1,1.0,1304.0,,,False,True,True,False,False,0
3556,3.87,17200.0,21.0,1,1.0,2250.0,,1249.65,True,False,False,False,False,0
3557,1.2,13333.0,0.0,0,2.0,,8100.0,,False,False,False,False,True,0
3558,9.0,11250.0,0.0,0,3.0,,7999.9531902,,True,False,False,False,False,0
3559,2.13,7574.0,6.0,1,1.0,2812.0,2600.0,2400.0,False,False,False,False,False,0
3560,3.75,25562.0,0.0,0,3.0,,1467.0132938999998,,False,True,False,False,False,2
3561,16.0,35556.0,0.0,0,3.0,,4500.0,,True,False,True,True,False,2
